file_name	label_id
train_00000.png	11
train_00001.png	15
train_00002.png	4
train_00003.png	14
train_00004.png	1
train_00005.png	5
train_00006.png	18
train_00007.png	3
train_00008.png	10
train_00009.png	11
train_00010.png	5
train_00011.png	17
train_00012.png	2
train_00013.png	9
train_00014.png	10
train_00015.png	5
train_00016.png	18
train_00017.png	8
train_00018.png	16
train_00019.png	10
train_00020.png	16
train_00021.png	17
train_00022.png	2
train_00023.png	5
train_00024.png	17
train_00025.png	6
train_00026.png	12
train_00027.png	17
train_00028.png	8
train_00029.png	12
train_00030.png	18
train_00031.png	9
train_00032.png	17
train_00033.png	16
train_00034.png	11
train_00035.png	5
train_00036.png	19
train_00037.png	14
train_00038.png	7
train_00039.png	6
train_00040.png	15
train_00041.png	13
train_00042.png	10
train_00043.png	8
train_00044.png	17
train_00045.png	9
train_00046.png	14
train_00047.png	18
train_00048.png	19
train_00049.png	15
train_00050.png	1
train_00051.png	7
train_00052.png	5
train_00053.png	3
train_00054.png	10
train_00055.png	7
train_00056.png	17
train_00057.png	6
train_00058.png	14
train_00059.png	17
train_00060.png	16
train_00061.png	0
train_00062.png	0
train_00063.png	8
train_00064.png	4
train_00065.png	14
train_00066.png	4
train_00067.png	10
train_00068.png	15
train_00069.png	4
train_00070.png	2
train_00071.png	16
train_00072.png	11
train_00073.png	19
train_00074.png	16
train_00075.png	7
train_00076.png	19
train_00077.png	14
train_00078.png	10
train_00079.png	8
train_00080.png	5
train_00081.png	12
train_00082.png	12
train_00083.png	11
train_00084.png	10
train_00085.png	8
train_00086.png	12
train_00087.png	13
train_00088.png	10
train_00089.png	7
train_00090.png	14
train_00091.png	11
train_00092.png	14
train_00093.png	19
train_00094.png	0
train_00095.png	4
train_00096.png	12
train_00097.png	13
train_00098.png	1
train_00099.png	15
train_00100.png	0
train_00101.png	5
train_00102.png	0
train_00103.png	8
train_00104.png	3
train_00105.png	15
train_00106.png	4
train_00107.png	19
train_00108.png	17
train_00109.png	6
train_00110.png	17
train_00111.png	12
train_00112.png	6
train_00113.png	0
train_00114.png	14
train_00115.png	10
train_00116.png	9
train_00117.png	11
train_00118.png	6
train_00119.png	10
train_00120.png	12
train_00121.png	1
train_00122.png	14
train_00123.png	4
train_00124.png	8
train_00125.png	1
train_00126.png	2
train_00127.png	12
train_00128.png	4
train_00129.png	12
train_00130.png	18
train_00131.png	17
train_00132.png	5
train_00133.png	0
train_00134.png	6
train_00135.png	0
train_00136.png	12
train_00137.png	11
train_00138.png	9
train_00139.png	5
train_00140.png	17
train_00141.png	2
train_00142.png	14
train_00143.png	12
train_00144.png	5
train_00145.png	0
train_00146.png	13
train_00147.png	12
train_00148.png	16
train_00149.png	4
train_00150.png	13
train_00151.png	0
train_00152.png	18
train_00153.png	15
train_00154.png	10
train_00155.png	15
train_00156.png	5
train_00157.png	13
train_00158.png	1
train_00159.png	14
train_00160.png	12
train_00161.png	3
train_00162.png	19
train_00163.png	1
train_00164.png	2
train_00165.png	15
train_00166.png	5
train_00167.png	2
train_00168.png	3
train_00169.png	12
train_00170.png	16
train_00171.png	0
train_00172.png	11
train_00173.png	12
train_00174.png	2
train_00175.png	0
train_00176.png	4
train_00177.png	15
train_00178.png	7
train_00179.png	9
train_00180.png	11
train_00181.png	14
train_00182.png	11
train_00183.png	3
train_00184.png	13
train_00185.png	13
train_00186.png	19
train_00187.png	13
train_00188.png	14
train_00189.png	8
train_00190.png	14
train_00191.png	1
train_00192.png	16
train_00193.png	9
train_00194.png	16
train_00195.png	18
train_00196.png	19
train_00197.png	6
train_00198.png	5
train_00199.png	19
train_00200.png	5
train_00201.png	1
train_00202.png	14
train_00203.png	14
train_00204.png	10
train_00205.png	12
train_00206.png	8
train_00207.png	7
train_00208.png	10
train_00209.png	9
train_00210.png	16
train_00211.png	19
train_00212.png	9
train_00213.png	13
train_00214.png	16
train_00215.png	11
train_00216.png	13
train_00217.png	9
train_00218.png	5
train_00219.png	18
train_00220.png	3
train_00221.png	2
train_00222.png	5
train_00223.png	5
train_00224.png	11
train_00225.png	2
train_00226.png	5
train_00227.png	3
train_00228.png	14
train_00229.png	19
train_00230.png	18
train_00231.png	18
train_00232.png	13
train_00233.png	12
train_00234.png	19
train_00235.png	11
train_00236.png	13
train_00237.png	5
train_00238.png	15
train_00239.png	5
train_00240.png	18
train_00241.png	6
train_00242.png	14
